plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,notes,revision_date,date_added,gpc,image_url,image
4153,Fruits,Apples,McIntosh,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633363420.jpg,4153-mcintosh-apple_1633363420.jpg
4154,Fruits,Apples,McIntosh,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633366651.jpg,4153-mcintosh-apple_1633366651.jpg
4155,Fruits,Apples,Paulared,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4155-paulared-apple_1634139931.jpg,4155-paulared-apple_1634139931.jpg
4156,Fruits,Apples,Gravenstein,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4157,Fruits,Apples,Paulared,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4155-paulared-apple_1634139995.jpg,4155-paulared-apple_1634139995.jpg
4158,Fruits,Apples,Gravenstein,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4159,Vegetables,Onions,Vidalia,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4160,Fruits,Apples,Pippin,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4161,Vegetables,Onions,Texas Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4162,Fruits,Apples,Pippin,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4163,Vegetables,Onions,Walla Walla,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4164,Vegetables,Onions,Maui,All Sizes,NA,NA,NA,Allium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4164-onions-maui-02_1625074802.jpg,4164-onions-maui-02_1625074802.jpg
4165,Vegetables,Onions,California Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4166,Vegetables,Onions,Other Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4166-onions-sweet_1625075146.jpg,4166-onions-sweet_1625075146.jpg
4167,Fruits,Apples,Red Delicious,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4167-apples-red-delicious-01_1625075003.jpg,4167-apples-red-delicious-01_1625075003.jpg
4168,Fruits,Apples,Red Delicious,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4167-apples-red-delicious-01-1625075003_1629986841.jpg,4167-apples-red-delicious-01-1625075003_1629986841.jpg
4169,Fruits,Apples,Rome,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4170,Fruits,Apples,Rome,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4171,Fruits,Apples,Rome,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4172,Fruits,Apples,Rome,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4173,Fruits,Apples,Royal Gala,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/royal-gala-apples_1629314137.png,royal-gala-apples_1629314137.png
4174,Fruits,Apples,Royal Gala,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/royal-gala-apples_1629314190.png,royal-gala-apples_1629314190.png
4176,Fruits,Apples,Southern Snap,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4177,Fruits,Apples,Spartan,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4177-apple-spartan_1630598438.jpg,4177-apple-spartan_1630598438.jpg
4178,Fruits,Apples,Spartan,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4178-apple-spartan_1630598492.jpg,4178-apple-spartan_1630598492.jpg
4179,Fruits,Apples,Spartan,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4179-apple-spartan_1630598512.jpg,4179-apple-spartan_1630598512.jpg
4180,Fruits,Apples,Spartan,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4180-apple-spartan_1630598530.jpg,4180-apple-spartan_1630598530.jpg
4181,Fruits,Apples,Stayman,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4182,Fruits,Apples,Sturmer Pippin,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4183,Fruits,Apples,Stayman,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4185,Fruits,Apples,York,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4186,Fruits,Bananas,Yellow (includes Cavendish),Small,Size: 7 ½ (19cm) maximum with pulp length measured over convex fruit surface,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4011-yellow-banana_1634142809.jpg,4011-yellow-banana_1634142809.jpg
4187,Fruits,Apples,York,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4188,Fruits,Nectarine,"White Flesh, Tree Ripened, Ready-to-eat",Small,70 size and smaller,Average Fruit Weight =  less than 185g,NA,Prunus persica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4189,Fruits,Apples,Winesap,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4190,Fruits,Apples,Winesap,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4191,Fruits,Apples,Winesap,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4192,Fruits,Apples,Winesap,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4193,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4194,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4195,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4196,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4197,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4198,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4199,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4200,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4201,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4202,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4203,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4204,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4205,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4206,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4207,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4208,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4209,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4210,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4211,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4212,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4213,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4214,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4215,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4216,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4217,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4218,Fruits,Apricots,Regular,Small,"Less than 2-3/16 inch,Less than 55 mm Average Fruit Dimensions",NA,NA,Prunus armeniaca,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3302-apricots-1-1614718940_1633443369.jpg,3302-apricots-1-1614718940_1633443369.jpg
4219,Fruits,Apricots,Retailer Assigned,All Sizes,NA,NA,NA,Prunus armeniaca,NA,NA,2020-03-09,1999-12-31,NA,NA,NA
4220,Fruits,Atemoyas,NA,All Sizes,NA,NA,NA,Annona spp.,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4221,Fruits,Avocados,Green,Small,32 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Persea americana,NA,NA,2021-10-29,1999-12-31,NA,NA,NA
4222,Fruits,Avocados,Green,Small,48 size and smaller,Average Fruit Weight = less than 280g,NA,Persea americana,NA,NA,2021-10-29,1999-12-31,NA,NA,NA
4223,Fruits,Avocados,Green,Large,18 size and larger,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Persea americana,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4224,Fruits,Avocados,Green,Large,40 size and larger,Average Fruit Weight = 280g and above,NA,Persea americana,NA,NA,2021-10-29,1999-12-31,NA,NA,NA
4225,Fruits,Avocados,Hass,Large,48 and 40 size,Average Fruit Weight = 190g - under 315g,NA,Persea americana,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4770-hass-avocado_1635960417.jpg,4770-hass-avocado_1635960417.jpg
4226,Fruits,Avocados,Cocktail/Seedless,All Sizes,NA,NA,NA,Musa spp.,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4227,Fruits,Avocados,Retailer Assigned,All Sizes,NA,NA,NA,Persea americana,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4228,Fruits,Avocados,Retailer Assigned,All Sizes,NA,NA,NA,Persea americana,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4229,Fruits,Bananas,Burro,All Sizes,NA,NA,NA,Musa spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4230,Fruits,Bananas,Dominique,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4231,Fruits,Bananas,Green,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4232,Fruits,Bananas,Leaves,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4233,Fruits,Bananas,Apple/Manzano,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4234,Fruits,Bananas,baby/Nino,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4235,Fruits,Bananas,Plantain/Macho,All Sizes,NA,NA,NA,Musa ssp,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4235-plantains-01_1625076376.jpg,4235-plantains-01_1625076376.jpg
4236,Fruits,Bananas,Red,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4237,Fruits,Bananas,Retailer Assigned,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4238,Fruits,Bananas,Retailer Assigned,All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4239,Fruits,Berries,Blackberries,All Sizes,NA,NA,NA,Rubus fruticosus,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4239-berries-blackberries-01_1625076478.jpg,4239-berries-blackberries-01_1625076478.jpg
4240,Fruits,Berries,Blueberries,All Sizes,NA,NA,NA,Vaccinium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4240-berries-blueberries-02_1625076571.jpg,4240-berries-blueberries-02_1625076571.jpg
4241,Fruits,Berries,Boysenberries,All Sizes,NA,NA,NA,Rubus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4242,Fruits,Berries,Cranberries,All Sizes,NA,NA,NA,Vaccinium macrocarpon,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4242-cranberries-3_1625076748.jpg,4242-cranberries-3_1625076748.jpg
4243,Fruits,Berries,Gooseberries,All Sizes,NA,NA,NA,Ribes uva-crispa,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4243-cape-gooseberries_1625076901.JPG,4243-cape-gooseberries_1625076901.JPG
4244,Fruits,Berries,Raspberries - Black,All Sizes,NA,NA,NA,R.occidentalis,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4245,Fruits,Berries,Raspberries - Golden,All Sizes,NA,NA,NA,Rubus idaeus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4246,Fruits,Berries,Strawberries,Pint,NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444437.jpg,4028-berries-strawberries-06-1625013614_1633444437.jpg
4247,Fruits,Berries,Strawberries,Quart,NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444773.jpg,4028-berries-strawberries-06-1625013614_1633444773.jpg
4248,Fruits,Berries,Strawberries,Quart,NA,NA,NA,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444623.jpg,4028-berries-strawberries-06-1625013614_1633444623.jpg
4249,Fruits,Berries,Strawberries,Bulk 3-Pack (3 Pints),NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444858.jpg,4028-berries-strawberries-06-1625013614_1633444858.jpg
4250,Fruits,Berries,Strawberries,Bulk 3-Pack (3 Pints),NA,NA,NA,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633445001.jpg,4028-berries-strawberries-06-1625013614_1633445001.jpg
4251,Fruits,Berries,Long-stemmed Strawberries,All Sizes,NA,NA,NA,Fragaria ananassa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4252,Fruits,Berries,Retailer Assigned,All Sizes,NA,NA,NA,Rubus spp.,NA,NA,2020-03-09,1999-12-31,NA,NA,NA
4253,Fruits,Berries,Retailer Assigned,All Sizes,NA,NA,NA,Rubus spp.,NA,NA,2020-03-09,1999-12-31,NA,NA,NA
4254,Fruits,Breadfruit,NA,All Sizes,NA,NA,NA,Artocarpus altilis,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4254-bread-fruit_1635177800.jpg,4254-bread-fruit_1635177800.jpg
4255,Fruits,Cactus Pear (Prickly Pear),NA,All Sizes,NA,NA,NA,Opuntia spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4255-cactus-pears-04_1625077181.jpg,4255-cactus-pears-04_1625077181.jpg
4256,Fruits,Carambola (Starfruit),NA,All Sizes,NA,NA,NA,Averrhoa carambola,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4256-star-fruit-04_1625077344.jpg,4256-star-fruit-04_1625077344.jpg
4257,Fruits,Cherimoya,NA,All Sizes,NA,NA,NA,Annona cherimola,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4257-cherimoya-2_1625077510.jpg,4257-cherimoya-2_1625077510.jpg
4258,Fruits,Cherries,Golden/Rainier/White,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4259,Fruits,Cherries,Retailer Assigned,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4260,Fruits,Coconuts,In Husk/Waternut,All Sizes,NA,NA,NA,Cocos nucifera,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4260-coconut-thai-04_1625077653.jpg,4260-coconut-thai-04_1625077653.jpg
4261,Fruits,Coconuts,Husked,All Sizes,NA,NA,NA,Cocos nucifera,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4261-coconuts-02_1625077777.jpg,4261-coconuts-02_1625077777.jpg
4262,Fruits,Coconuts,Retailer Assigned,All Sizes,NA,NA,NA,Cocos nucifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4263,Fruits,Dates,Fresh - Regular,All Sizes,NA,NA,NA,Phoenix dactylifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4264,Fruits,Dates,Fresh - Retailer Assigned,All Sizes,NA,NA,NA,Phoenix dactylifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4265,Fruits,Feijoa,NA,All Sizes,NA,NA,NA,Acca sellowiana,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4266,Fruits,Figs,Black,All Sizes,NA,NA,NA,Ficus carica,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4266-figs-03_1625077969.jpg,4266-figs-03_1625077969.jpg
4267,Fruits,Figs,Brown,All Sizes,NA,NA,NA,Ficus carica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4268,Fruits,Figs,White/Green,All Sizes,NA,NA,NA,Ficus carica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4269,Fruits,Figs,Retailer Assigned,All Sizes,NA,NA,NA,Ficus carica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4270,Fruits,Grapes,Blue/Black Seeded (Ribier/Exotic/Niabel),All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4271,Fruits,Grapes,Champagne,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4271-grapes-champagne-01_1625078223.jpg,4271-grapes-champagne-01_1625078223.jpg
4272,Fruits,Grapes,Concord,All Sizes,NA,NA,NA,V.labrusca,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4272-grapes-concord-3_1625078497.jpg,4272-grapes-concord-3_1625078497.jpg
4273,Fruits,Grapes,Red Seeded (Cardinal/Emperor/Queen/Christmas Rose),All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4274,Fruits,Grapes,White/Green Seeded (All others not listed),All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4275,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4276,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4277,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4278,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4279,Fruits,Grapefruit,Pummelo - White,All Sizes,NA,NA,NA,C.grandis,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4279-pummelos-02_1625078575.jpg,4279-pummelos-02_1625078575.jpg
4280,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)",Small,40 size and smaller,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633960726.jpg,4492-grapefruit-ruby-red_1633960726.jpg
4281,Fruits,Grapefruit,"Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)",Large,32 and 36 size,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,2002-05-02,2002-05-02,NA,http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633961386.jpg,4492-grapefruit-ruby-red_1633961386.jpg
4282,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)",Large,32 and 36 size,Average Fruit Dimensions = 97 - under 108mm,NA,Citrus paradisi,NA,NA,2002-06-02,2002-06-02,NA,http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633961109.jpg,4492-grapefruit-ruby-red_1633961109.jpg
4283,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)",Large,36 and 32 size,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633960776.jpg,4492-grapefruit-ruby-red_1633960776.jpg
4284,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4285,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,Average Fruit Dimensions = less than 97mm,NA,Citrus paradisi,NA,NA,2002-06-02,2002-06-02,NA,NA,NA
4286,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4287,Fruits,Grapefruit,Deep Red,Large,32 and 36 size,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,2002-05-02,2002-05-02,NA,NA,NA
4288,Fruits,Grapefruit,Deep Red,Large,32 and 36 size,Average Fruit Dimensions = 97-under 108mm,NA,Citrus paradisi,NA,NA,2002-06-02,2002-06-02,NA,NA,NA
4289,Fruits,Grapefruit,Deep Red,Large,36 and 32 size,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,NA,2015-09-08,1999-12-31,NA,NA,NA
4290,Fruits,Grapefruit,White,Small,40 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446694.jpg,4291-grapefruit-06-1625078751_1633446694.jpg
4291,Fruits,Grapefruit,White,Small,40 size and smaller,Average Fruit Dimensions = less than 97mm,NA,Citrus paradisi,NA,NA,2021-06-30,2002-06-02,NA,http://check.ifpsglobal.com/file/view/4291-grapefruit-06_1625078751.jpg,4291-grapefruit-06_1625078751.jpg
